tissue	E2F7	ELF4	ELK4	EMX2	ESR1	GATA2	GATA6	GLIS3	HIC2	HNF4G	HOXA13	HOXC10	HOXC6	IKZF1	IRF1	MAFF	MEOX2	MNX1	MYT1L	NR2F2	PTTG1	RUNX1	SALL1	SHOX2	SNAI2	SOX10	STAT1	TCF21	TP63	TWIST1
Tooth	0.417357264	0.100515255	0.186836205	-0.157793746	-0.108436933	-0.06297862	0.270254815	-0.159364398	0.05595655	0.079504268	-0.073991312	0.222216896	0.051222364	0.025714057	0.016470712	-0.05426785	0.00106869	0.126616711	-0.272186373	-0.058046452	0.392812992	-0.04786541	-0.30772114	0.047084156	-0.048652362	-0.267564817	0.361555981	0.057700727	-0.061660607	-0.023393318
Tooth	0.690409948	0.518270758	0.779423279	-0.015722518	0.160443785	0.301441384	0.063934082	0.114051237	0.034790085	-0.001440389	0.222339536	0.146106344	0.249713462	0.162484811	0.168577119	0.298189477	0.068724162	0.307406622	-0.325777375	0.142305363	0.451926893	0.452001941	-0.179938359	0.18319734	0.436722429	-0.183806502	0.725167711	0.102269739	0.275872973	0.339018062
Uterus	-0.033872848	0.516694782	-0.182995211	-0.075307618	-0.05985242	-0.088879641	-0.086925523	-0.175437159	-0.127991944	-0.036449544	-0.055967178	-0.057222886	-0.083454544	0.674927701	0.744166687	-0.107765309	-0.077328532	-0.049172935	-0.080418198	-0.117158299	-0.017745726	0.048674467	-0.108263444	-0.073940026	-0.102474943	-0.07656889	-0.004249301	-0.045833295	-0.051523905	-0.082843229
Uterus	0.123639091	0.576923395	0.339130212	0.009308442	0.046245073	0.191586701	0.334584108	0.167399069	0.067094154	0.607725659	0.061958635	-0.026128938	0.184204335	0.305319418	0.421106548	0.187286533	0.044433744	0.478818029	-0.400015329	0.244182745	0.073175248	0.382335545	-0.23091801	0.108991615	0.248794146	-0.182811809	0.204133197	0.317378547	-0.205770856	0.200911948
Uterus	0.081511577	-0.328258124	-0.214777127	0.040136339	0.024334421	-0.045876576	-0.114736998	-0.056680534	0.761336014	-0.006690974	-0.028017916	-0.210318962	-0.180392946	-0.198119387	-0.211644674	-0.363828016	-0.242575346	0.088531357	0.385481928	-0.190706012	0.459949673	-0.277394881	0.104408246	-0.065708302	-0.231680144	0.004424509	-0.16124083	-0.174588035	-0.159160361	-0.15125285
Uterus	0.081511577	-0.328258124	-0.214777127	0.040136339	0.024334421	-0.045876576	-0.114736998	-0.056680534	0.761336014	-0.006690974	-0.028017916	-0.210318962	-0.180392946	-0.198119387	-0.211644674	-0.363828016	-0.242575346	0.088531357	0.385481928	-0.190706012	0.459949673	-0.277394881	0.104408246	-0.065708302	-0.231680144	0.004424509	-0.16124083	-0.174588035	-0.159160361	-0.15125285
Uterus	0.179716177	0.626469775	0.455973478	-0.094843219	-0.045049331	0.064856658	-0.112014045	-0.227739317	0.038935758	0.19198104	-0.013170654	0.040093645	0.000521101	0.673144196	0.673119093	0.032095691	-0.054183777	0.038806146	-0.154819765	-0.060878394	0.182182326	0.214738078	-0.233767044	-0.068422001	0.110242578	-0.146984029	0.176427851	0.27518448	0.494188905	0.000753916
Uterus	-0.084236539	0.225441404	0.301926962	0.092763642	0.108648705	0.271047854	0.162218695	0.28919392	-0.103917041	0.029356647	0.031477755	0.207825283	0.213455486	-0.009856781	0.124125212	0.500912528	0.33671765	-0.110211233	-0.305444249	0.284701603	-0.054788655	0.264022173	-0.050587048	0.28846271	0.241415206	-0.153097233	-0.00608675	0.428688978	0.181175974	0.138606619
Uterus	-0.056871479	0.065006049	0.127139794	-0.007370326	-0.090000724	0.13087253	-0.040198678	0.305512054	-0.051566659	-0.035052998	-0.109794249	0.037164609	-0.024048117	0.031505362	0.173959209	0.073112388	0.018585726	-0.057870204	-0.139479836	-0.021372967	-0.045552639	0.462763551	0.126140526	-0.07451127	-0.043242211	-0.034705819	-0.001508693	0.457449624	-0.048471494	-0.066122283
Uterus	0.001093676	0.288379845	0.147109684	-0.112454838	-0.022718511	0.02270235	-0.054379672	-0.089423574	-0.072051447	0.345523898	0.152091926	-0.101147822	-0.113434776	0.143658329	0.28446849	0.011118358	-0.125391138	0.170749658	-0.248536688	-0.112570572	0.013474415	0.300053826	-0.081009049	-0.142382843	-0.002959973	-0.11863791	-0.043078133	0.108671862	0.155843554	-0.090688849
Uterus	0.973399672	0.490499319	0.462427181	-0.125271773	-0.088722692	-0.137412463	-0.123169256	-0.183614478	0.157682295	0.116772158	-0.067958213	0.027617173	-0.007916155	0.387254782	0.283692115	-0.12722045	-0.130042705	0.385988428	-0.126202959	-0.164385794	0.732021983	0.035344597	-0.174755247	0.032970923	0.022936633	-0.124769523	0.925792424	-0.03736332	0.100909678	0.043915085
Cartilage	-0.094604723	0.175638236	0.1747535	0.01946493	0.035222268	0.322031341	0.186265809	0.207558032	-0.215768927	-0.056268162	0.264352522	0.230518377	0.202857569	-0.072059528	-0.006946998	0.478988303	0.304637638	-0.13135531	-0.318060933	0.302314032	-0.134349369	0.201525084	-0.19496262	0.358892344	0.290690653	-0.132002625	0.012381143	0.152470081	-0.018341792	0.200368561
Cartilage	-0.094604723	0.175638236	0.1747535	0.01946493	0.035222268	0.322031341	0.186265809	0.207558032	-0.215768927	-0.056268162	0.264352522	0.230518377	0.202857569	-0.072059528	-0.006946998	0.478988303	0.304637638	-0.13135531	-0.318060933	0.302314032	-0.134349369	0.201525084	-0.19496262	0.358892344	0.290690653	-0.132002625	0.012381143	0.152470081	-0.018341792	0.200368561
Cartilage	0.105587478	-0.370476772	-0.192279642	-0.116090228	-0.280019127	-0.298519131	-0.352408422	-0.144478805	0.337564716	0.000790522	-0.212508346	-0.182255697	-0.259150423	-0.172585894	-0.251804849	-0.37242772	-0.211783852	0.097633023	0.386427107	-0.439137639	0.252403322	0.162737812	-0.016878645	-0.105491565	-0.300303851	0.218778503	-0.050888339	-0.326670655	0.090247358	-0.169134614
Cartilage	-0.249948241	-0.09007463	0.076140481	0.188714834	0.174618174	0.178954924	0.410319227	0.478714042	-0.189502443	-0.202660483	0.086474995	0.160017031	0.341578887	-0.339579739	-0.311064354	0.50428329	0.366871519	-0.313727533	-0.235156035	0.488146888	-0.278292864	0.163385349	0.061018009	0.39822793	0.377209137	0.093348929	-0.081984766	0.126354216	-0.113001645	0.404903685
Cartilage	-0.178308216	0.610836372	0.461529816	0.149723694	0.299046314	0.439210976	0.320736333	0.333738258	-0.219593814	0.04416096	0.224271755	0.140223066	0.405062925	0.296894046	0.501753179	0.679614001	0.431729031	-0.172664944	-0.694327989	0.518722781	-0.175216859	0.479758322	-0.091527717	0.306419105	0.493186329	-0.147646761	-0.027011378	0.349271978	0.139241508	0.370097761
Cartilage	-0.087261427	0.180231156	0.506116066	0.001998447	0.099376927	0.26285102	0.046463267	0.287929536	-0.119171004	0.159870864	0.196907173	0.119093585	0.227065255	-0.159675328	-0.01413272	0.436015653	0.303088029	-0.011119896	-0.479828813	0.23191854	-0.015526312	0.409253946	-0.039612167	0.222891991	0.31345196	0.122597084	-0.106113112	0.118647945	0.605980815	0.178168723
Cartilage	-0.004214785	0.600386753	0.624019318	0.105230932	0.235067333	0.461900847	-0.063741923	0.079306031	-0.144202902	0.072988737	0.313174106	-0.092502602	0.045180795	0.433735266	0.529509149	0.490560681	0.351576373	-0.029202922	-0.515314167	0.297524039	-0.051862492	0.323341813	-0.124984946	0.102492883	0.250881717	0.004944188	0.047900043	0.410174046	0.384278693	0.073924403
Cartilage	0.069011941	-0.04515793	-0.047132831	-0.107010703	-0.025260556	-0.059725919	0.042703575	-0.054606899	0.417117618	-0.001559079	-0.087522667	-0.088779024	-0.102212557	-0.075965084	-0.040742012	-0.131067467	-0.116508381	0.142352016	0.126412943	-0.049281147	0.225005163	-0.059819773	0.006400632	-0.029882913	-0.14098506	-0.09313205	-0.048991045	-0.026131537	-0.080366386	-0.016354716
Cartilage	-0.048301734	-0.025092234	-0.03557925	-0.004885364	-0.033314249	-0.085869346	0.157966252	0.141762934	-0.10940188	-0.054081958	-0.047790947	0.190421725	0.106952617	-0.072644413	-0.101372762	0.394453836	0.276448736	-0.074207583	-0.105953347	0.216115081	-0.038585916	-0.026828582	-0.12711888	0.355507273	-0.018368162	-0.08506877	-0.027768591	-0.10136969	-0.072545015	0.016240884
Cartilage	-0.03815793	0.015705848	0.091636403	-0.020800417	-0.046364637	-0.079604715	0.057709868	0.071631491	-0.092085614	-0.069397456	-0.057711118	0.296686652	0.243593753	-0.084327874	-0.101787242	0.418616706	0.455971707	-0.086738244	-0.152997633	0.264224764	0.000737986	0.065210832	-0.192989709	0.531466481	0.05709722	0.027484588	-0.036179573	-0.125418573	0.134571049	0.074996425
Intervertebraldisc	0.928550316	0.543257314	0.445721008	-0.087909884	-0.060511048	-0.091057476	-0.080539161	-0.162328708	0.027849355	0.030484627	-0.055727846	-0.068172457	-0.085142499	0.529300825	0.416006056	-0.119359666	-0.086868228	0.352478981	-0.12025385	-0.102257572	0.607199648	0.001807686	-0.131867797	-0.035089457	-0.095517099	-0.102295907	0.918519244	-0.015422241	-0.036292678	-0.087526892
Intervertebraldisc	-0.020593487	0.289891878	0.288755457	-0.028941289	0.125908815	0.21644826	0.014409974	0.023768898	-0.049912894	0.544989914	0.294695229	-0.125480273	-0.035732467	0.018566331	0.161625219	0.180432596	-0.013332295	0.182448879	-0.269302399	0.02696276	-0.016125194	0.52572301	-0.097346255	-0.011833921	0.14870874	-0.018506267	-0.069560075	0.153178425	0.239207007	-0.003433371
Intervertebraldisc	-0.085677801	-0.328875465	-0.354157918	-0.07144625	-0.137195266	-0.207039617	-0.233066577	-0.149174609	-0.118716834	-0.072426434	-0.126892116	-0.129775514	-0.1797766	-0.090484368	-0.222227291	-0.274691738	-0.176876144	-0.108057881	0.185494783	-0.265306542	-0.099996117	-0.241558946	0.378212398	-0.167724663	-0.242556876	0.480597199	-0.096723068	-0.201500659	-0.117988871	-0.170050827
Intervertebraldisc	-0.092999048	0.393103588	0.327785305	-0.099427956	-0.040865775	0.283187159	0.262509169	0.127668116	-0.001370467	0.059678684	-0.034799207	-0.090352521	0.037657563	0.425743053	0.460725686	0.422648963	0.328011889	-0.072606144	-0.311728657	0.24658504	-0.071864358	0.309233852	-0.225747998	0.046400202	0.060429528	-0.138998359	-0.008347454	0.641137475	-0.116721596	0.0185677
Intervertebraldisc	-0.165454006	0.254947983	0.375707456	0.418464223	0.627543919	0.611908212	0.280118161	0.363701508	-0.020615884	-0.061742998	0.597472556	-0.056359476	0.229737329	-0.168771255	0.002559151	0.641121101	0.270336926	-0.176830602	-0.341406621	0.594214052	-0.178558321	0.259322515	0.15927377	0.114455131	0.487766598	0.026841623	-0.121515235	0.299253262	0.143168707	0.134874509
Intervertebraldisc	-0.135283825	0.336630553	0.298310836	-0.060156908	-0.00887541	0.222206113	0.352516968	0.136701402	-0.055830503	0.026686496	-0.026673845	-0.085363606	0.149252536	0.342233756	0.352684564	0.499362122	0.364398198	-0.122067036	-0.368383293	0.322548104	-0.129672365	0.204629244	-0.203651613	0.061144859	0.115484408	-0.144921286	-0.041872061	0.377365796	-0.102401802	0.086884623
Intervertebraldisc	-0.090271904	0.118491607	0.210540293	-0.081639195	0.065509342	0.407162907	-0.016687045	0.075539812	-0.078207462	0.081816271	0.446318577	-0.155432564	-0.205814278	-0.059071853	0.068518496	0.093062538	-0.03044397	-0.034547296	-0.234565627	0.119983777	-0.114304372	0.093466627	-0.105454747	-0.143777701	0.094894143	-0.069312031	-0.047622654	0.440759931	-0.029074459	-0.063638004
Intervertebraldisc	-0.090271904	0.118491607	0.210540293	-0.081639195	0.065509342	0.407162907	-0.016687045	0.075539812	-0.078207462	0.081816271	0.446318577	-0.155432564	-0.205814278	-0.059071853	0.068518496	0.093062538	-0.03044397	-0.034547296	-0.234565627	0.119983777	-0.114304372	0.093466627	-0.105454747	-0.143777701	0.094894143	-0.069312031	-0.047622654	0.440759931	-0.029074459	-0.063638004
Intervertebraldisc	-0.141358075	-0.521864012	-0.430665269	0.177837774	0.120061506	-0.094490517	-0.40732519	-0.145467418	0.233520822	-0.172572649	0.110785934	-0.30323784	-0.387890106	-0.269640482	-0.387746258	-0.409060525	-0.307471459	-0.194634603	0.767706665	-0.289981755	-0.100867981	-0.390678575	0.32713381	-0.245251538	-0.256645576	0.166286637	-0.230931108	-0.291263674	-0.142301882	-0.247974237
Intervertebraldisc	-0.039052221	0.120378296	0.214654103	0.224384073	0.173164205	0.119807976	-0.167149519	0.092489019	-0.079786517	0.054034732	0.230681686	0.290278601	0.199992066	-0.138898076	-0.055774212	0.126862979	-0.127580412	0.052513557	-0.193586114	-0.031287802	-0.0346713	0.125656314	0.174276067	-0.011952949	0.348960896	-0.113522578	-0.035589914	-0.017484704	0.598417723	0.165920726
Placenta	-0.169409766	0.17246597	0.362358221	0.404422326	0.423116633	0.541973957	0.189299688	0.551051554	-0.0122663	-0.087796488	0.182151977	-0.080511124	0.181834171	-0.085314776	0.089283125	0.589144914	0.477367118	-0.158783814	-0.355277266	0.441482917	-0.127899261	0.178898854	0.3129917	0.18183847	0.229280921	-0.044479131	-0.101369963	0.205530577	-0.104586678	0.167194778
Placenta	-0.112796224	0.081053994	0.121700792	0.305126835	0.256049572	0.303415555	0.296517377	0.183425326	-0.118685076	-0.088218174	0.102443885	0.039950616	0.126999756	-0.113641349	-0.073237373	0.519072088	0.265231322	-0.144206268	-0.291075863	0.462570733	-0.13409356	-0.033569611	-0.091087058	0.213315374	0.157212132	-0.141661439	-0.064862005	0.069464492	-0.09984958	0.086498806
Placenta	-0.176482686	-0.085806946	0.110003902	0.112639833	0.095466682	0.244074749	-0.000796016	0.442702226	0.063752466	-0.11474855	0.008817896	-0.119539734	-0.025448912	-0.111986281	-0.030232613	0.345797684	0.357723091	-0.220802016	-0.115464915	0.121487357	-0.050789112	0.046280177	0.345818854	0.060838702	-0.012892045	-0.006142269	-0.154608666	0.091475314	-0.215472827	0.034133043
Placenta	-0.142125463	0.1632304	0.218857107	-0.075774463	-0.04575332	0.222695723	0.248874966	0.154245707	-0.168545159	-0.03972452	0.055576609	0.00518366	0.040323106	0.096330491	0.146004273	0.362536784	0.280749273	-0.156240795	-0.40248415	0.35845656	-0.168256524	0.102306244	-0.2415749	0.125637111	0.088875051	-0.145079522	-0.025141745	0.433942714	-0.163024102	0.089004143
Placenta	0.032754525	-0.490415948	-0.366340194	-0.101276962	-0.192897597	-0.22548416	-0.359222745	-0.195605002	0.573130944	-0.04264847	-0.166922077	-0.051322346	-0.234391637	-0.205843971	-0.305773078	-0.437179704	-0.253068659	-0.030514784	0.528194831	-0.39970562	0.353211352	-0.320239783	0.095622587	-0.127883593	-0.358344474	0.147160188	-0.182173098	-0.293634796	-0.112084928	-0.203649761
Placenta	-0.046266277	0.013410852	0.18605506	-0.09440126	-0.08214282	0.046332157	-0.092269377	0.296901054	-0.05727432	-0.059723906	-0.074759144	-0.046266336	-0.060621148	-0.002149569	0.083091796	0.120005271	0.041431732	-0.062446085	-0.160015896	-0.063529204	-0.002128229	0.673886742	0.067420317	0.01795274	0.030668922	0.030950824	-0.019780137	0.097322392	0.069884336	0.069486427
Placenta	-0.024134029	0.103825007	0.417183494	-0.071796592	-0.069859103	0.059353528	-0.15342517	-0.170825534	-0.122304982	-0.071532577	0.009516331	0.165696377	0.133924544	-0.064640964	-0.043401432	0.264672825	0.051839588	-0.091258391	-0.168779966	-0.119296282	-0.001796732	0.380160006	-0.208329912	0.072932107	0.232226262	-0.003866641	-0.049212464	-0.114825861	0.832281899	0.291837205
Placenta	-0.122359285	0.233239065	0.364996394	0.312700295	0.650349687	0.487150671	0.143049342	0.420740333	-0.027699713	-0.063714147	0.664483986	-0.113005311	0.173346452	-0.112332558	0.032020414	0.603448953	0.331354512	-0.081713459	-0.330613061	0.573214779	-0.125568191	0.293035456	0.22511121	0.247082339	0.434982645	-0.034750087	-0.083152165	0.094954781	0.009372347	0.161374113
Placenta	-0.069564146	-0.069340746	-0.073522584	-0.089684019	-0.065996164	-0.118159125	0.420402129	0.079608066	-0.181800994	-0.071498369	-0.089927742	0.020497629	0.058636505	-0.089001132	-0.113626723	0.271009773	0.134669381	-0.093166192	-0.140607424	0.122574514	-0.08094266	-0.040999835	-0.182854462	0.131287484	-0.04908882	-0.110204174	-0.023625714	-0.101564176	-0.086212712	0.043379976
Placenta	-0.075919786	0.245731118	0.238948874	0.272446687	0.149559823	0.380234216	0.294208111	0.364051663	-0.11863895	-0.10914514	-0.040993841	0.394339126	0.682169678	-0.09018646	0.018564465	0.684546384	0.405920419	-0.168401546	-0.350516456	0.355052348	-0.127745117	0.368412266	-0.070767452	0.476591076	0.655697987	-0.084509931	0.125272697	0.091393702	-0.051932621	0.608304604
Prostate	-0.086788507	0.110118344	0.228212839	-0.173337422	-0.093861299	0.155486814	0.067919706	0.228639027	-0.071449147	0.432277969	0.067217821	-0.122152196	-0.141632289	-0.027762003	0.140360654	-0.003514236	-0.112242209	0.526731269	-0.2567751	-0.103021715	-0.082924986	0.347442632	0.058785481	-0.191900675	-0.044628815	-0.190458491	-0.092125402	0.191652327	-0.004962389	-0.110993083
Prostate	-0.086788507	0.110118344	0.228212839	-0.173337422	-0.093861299	0.155486814	0.067919706	0.228639027	-0.071449147	0.432277969	0.067217821	-0.122152196	-0.141632289	-0.027762003	0.140360654	-0.003514236	-0.112242209	0.526731269	-0.2567751	-0.103021715	-0.082924986	0.347442632	0.058785481	-0.191900675	-0.044628815	-0.190458491	-0.092125402	0.191652327	-0.004962389	-0.110993083
Prostate	-0.059610026	0.205330173	0.114536091	-0.164982503	-0.117354128	0.026802606	0.103078971	0.04271797	-0.030681676	0.756075379	0.069973551	-0.12056286	-0.119671815	0.0253283	0.175629065	-0.081950354	-0.109293298	0.526051559	-0.218298265	-0.095414907	-0.064574156	0.140988978	-0.055566036	-0.166052143	-0.078325905	-0.145681633	-0.067461897	0.169588737	-0.085612661	-0.115357554
Prostate	-0.059610026	0.205330173	0.114536091	-0.164982503	-0.117354128	0.026802606	0.103078971	0.04271797	-0.030681676	0.756075379	0.069973551	-0.12056286	-0.119671815	0.0253283	0.175629065	-0.081950354	-0.109293298	0.526051559	-0.218298265	-0.095414907	-0.064574156	0.140988978	-0.055566036	-0.166052143	-0.078325905	-0.145681633	-0.067461897	0.169588737	-0.085612661	-0.115357554
Prostate	-0.006626178	0.093838865	0.318470628	-0.026839348	-0.055651636	-0.050558004	-0.134568614	-0.202019267	-0.086516935	-0.052946461	-0.054737679	0.2219337	0.142429784	-0.053727797	-0.059135483	0.180294646	0.010383832	-0.063683717	-0.118610479	-0.118240637	0.026484452	0.113777915	-0.151504759	0.027597865	0.206846731	-0.011187839	-0.04267897	-0.117992669	0.879691336	0.214007256
Prostate	0.053616673	0.106933729	0.257012866	-0.073907396	0.029849271	-0.039745056	-0.17094896	-0.238307598	-0.058235874	-0.062584174	0.009928034	0.107699007	0.051662614	-0.067474078	-0.062481974	0.211470565	-0.039880124	-0.078533761	-0.148851184	-0.125655321	0.108286296	0.113359475	-0.154268484	-0.03452245	0.203017995	-0.060375056	-0.057476687	-0.078255359	0.914105702	0.131159508
Prostate	0.053616673	0.106933729	0.257012866	-0.073907396	0.029849271	-0.039745056	-0.17094896	-0.238307598	-0.058235874	-0.062584174	0.009928034	0.107699007	0.051662614	-0.067474078	-0.062481974	0.211470565	-0.039880124	-0.078533761	-0.148851184	-0.125655321	0.108286296	0.113359475	-0.154268484	-0.03452245	0.203017995	-0.060375056	-0.057476687	-0.078255359	0.914105702	0.131159508
Prostate	0.042410405	0.098512884	0.274292723	-0.098651533	0.035183076	0.037441799	-0.175670537	-0.158255071	-0.085918941	-0.07044697	0.05796318	0.039708082	-0.003869768	-0.065901488	-0.035010764	0.225999458	-0.048454707	-0.069961225	-0.190254017	-0.127591437	0.087227167	0.373120204	-0.16509718	-0.037912809	0.195799297	-0.03946671	-0.062444263	-0.027107642	0.792856774	0.106791765
Prostate	-0.026585479	0.124985603	0.031053321	-0.094085297	-0.055743588	0.149475345	0.296235432	-0.057538972	-0.024509039	0.008460781	0.116872976	-0.072527031	-0.103333508	-0.036625155	0.001819357	0.050271495	-0.077509814	0.074615376	-0.109949986	0.049242068	-0.037218611	0.1520067	-0.097083142	-0.096888222	0.019917755	-0.081105764	-0.035013486	0.085391806	0.041803654	-0.057866033
Prostate	-0.096262655	0.158024046	0.411292335	0.568025005	0.82758291	0.643901321	0.192507115	0.415542503	-0.028766384	-0.108129979	0.686966258	0.063651434	0.253073699	-0.16937431	-0.045117773	0.433434072	0.104524825	-0.193529298	-0.360204478	0.57371354	-0.080792046	0.153131757	0.367464978	0.261150839	0.568568239	-0.170052546	-0.049638973	0.046370467	0.066953925	0.26156839
Prostate	-0.150762496	0.138541904	0.289489392	0.121179214	0.173169212	0.409139657	0.130353667	0.340687453	-0.123854982	-0.091932547	0.279512526	0.43624005	0.553046041	-0.252987199	-0.128547697	0.463934647	0.470255397	-0.186794997	-0.400693613	0.430022663	-0.175982028	0.381153001	-0.112115465	0.501697239	0.596776367	0.154690047	0.012407274	0.203351443	0.040089634	0.564389668
Prostate	-0.143664842	0.424793252	0.333007406	0.104590886	0.22872353	0.325365341	0.124993837	0.401440114	-0.248626304	0.003186423	0.296182789	0.296175727	0.414647235	0.033230015	0.201950548	0.640177685	0.514311949	-0.18950257	-0.512845099	0.450998827	-0.179431395	0.51340487	-0.11515835	0.574395785	0.579037071	0.013249288	0.058939011	0.241653371	0.02878316	0.548068472
Testis	-0.112796224	0.081053994	0.121700792	0.305126835	0.256049572	0.303415555	0.296517377	0.183425326	-0.118685076	-0.088218174	0.102443885	0.039950616	0.126999756	-0.113641349	-0.073237373	0.519072088	0.265231322	-0.144206268	-0.291075863	0.462570733	-0.13409356	-0.033569611	-0.091087058	0.213315374	0.157212132	-0.141661439	-0.064862005	0.069464492	-0.09984958	0.086498806
